review,sentiment
"When HULK hit theaters in 2003, it wasn't long before DVDs of the old Incredible Hulk TV show popped up in an attempt to cash in on the craze. We saw a similar occurrence a year prior when Spider-Man cartoons appeared on DVD to coincide with that hero's big screen debut. Companies leap at the opportunity to ride on the financial coattails of a hot brand.<br /><br />So the fact that this picture never surfaced on the shelves of Wal-Mart as its featured heroes clobbered the box office in the summer of 2005 says a lot. I guess everyone involved would just rather forget. To be fair, THE FANTASTIC FOUR is not as bad as everyone says. Let me rephrase that. It's not as unentertaining as all of its negative reviews might suggest.<br /><br />Veteran television actor Alex Hyde-White (no, you don't remember any of his roles) leads the way as Reed Richards, the brilliant scientist who, along with his crew, gains bizarre powers after an outer space mishap. He's left with the ability to stretch and contort his body to outrageous lengths. His future wife, Sue Storm (Rebecca Staab), can suddenly turn invisible, while her brother, Johnny (Jay Underwood), may now ignite himself at will. Then there's poor Ben Grimm (Michael Bailey Smith), the lovable lug whose body morphs into a mass of craggy, orange rock.<br /><br />Just as the friends are becoming accustomed to all of this, they are called upon to rescue the world from certain chaos. It seems Reed's old colleague Victor von Doom (Joseph Culp) is living up to his name, and that villainous Jeweler (Ian Trigger) isn't exactly helping old ladies cross the street, either. Can our heroes save the day? Of course they can; like any superhero movie, it's just a question of how and when.<br /><br />What's striking about THE FANTASTIC FOUR is how amateurish it is in virtually every aspect. The dialog is so lame and tired it sounds like it was written by a junior high drama class. The acting is so unpolished it makes a third-rate afternoon soap opera look like Shakespeare. The special effects are surprisingly good considering the minuscule budget, but there are still some positively embarrassing moments. When The Human Torch fully ignites his body, for instance, the entire movie briefly turns into a cartoon. I can just hear that production meeting. ""Oh, no one will notice. They'll be too intrigued by the action!"" I mean really, a cartoon? At least give me a mannequin on fire held up by a string! Prior to that, the scene in which the foursome come to on earth after their spaceship crashes is pure teens-in-the-backyard fare. The crew simply found a field and lit a vaguely-spaceship-like object on fire. That's the only remnant of such a major disaster?<br /><br />Of course there wasn't a whole lot to work with in the script. There is a fairly coherent story here, but it's all so simplified. When Reed and Ben decide to go into outer space, they simply drop by the Storms' house and ask if they'd care to join them. Is it really that easy? Don't these sort of things require, oh, I don't know, years of training and expertise? Not in the world of these writers, who seemed to be inspired by the underrated genius on display in FULL HOUSE reruns. But as bad as that may be, nothing can compare to how painfully clichéd Dr. Doom is. He was pulled right out of those awful superhero cartoons from the 1960s, right down to the evil laugh and slamming his clenched fist down on the table to punctuate his remarks. No comic book, least of all Fantastic Four, has ever featured a villain so obscenely one dimensional.<br /><br />Ultimately, THE FANTASTIC FOUR is saved from being a complete turkey because it's just so damn innocent. You can tell the people involved, as little talent or experience as they had, really tried. They didn't know the final result would be so embarrassing. They were under the impression that this was their big break, that people would flock to the theaters. It bears repeating that they had virtually no money to work with (and I'm sure half of that was eaten up by the cool Thing costume). All things considered, they did well, and for its many flaws, the finished product is a fair amount of fun for comic book fans.",negative
"I enjoyed every moment of this beautiful film and was intrigued about this female painter I had never heard of before. So I set out exploring her life and work afterwards. As could be expected, I found out that the film was not exactly historically accurate. I was a little astounded however by the very negative comments on the film because of this inaccuracy. Come on, guys, a film isn't and shouldn't be a biography (nor a novel!). Any historical film distorts reality, because it should be a work of art in its own right. A film director is fully entitled to use elements from reality and history to create a world of his own. Artemisia is a wonderful film and I think it brought many people (including some that now give negative comments) to explore the life and work of this fascinating artist.",positive
I switched this on (from cable) on a whim and was treated to quite a surprise...although very predictable this film turned out to be quite enjoyable...no big stars but well-directed and just plain fun. With all the over-hyped crap that is out there it is very nice to get an unexpected surprise now and then... and this little film fits the bill nicely. 9/10,positive
"This movie is a true reflection of the Australian resourcefulness that has been required to make this country what it is over the last 200 years. Not pompous like the British, not Gung-Ho like the Americans. If either of those countries had attempted what this crew did, it would have failed dismally. Either due to ignorance on the British part, or too much faith in superior firepower on the American side. ""True"" Australians (i.e. non-imports) are the only ones who can excel in modern military conflicts because they have had to improvise most of their adult lives. Just look at examples like Gallipoli; Paschendale; Tobruk; New Guinea and Vietnam.",positive
"Great characters, great acting, great dialogue, incredible plot twists in plain language one of the best shows I've ever seen in my life. Do yourself a favor and watch this show, you won't regret it. This show re-writes the book on Sci-Fi!",positive
"Basil Rathbone and Nigel Bruce as Sherlock Holmes and Dr. Watson respectively, the second of the Universal series, where it's again established by means of a written prologue that the famed detective is legendary and spans time. This helps to comfortably set things up here in the ""present"" era of the early 1940's.<br /><br />In this offering, Holmes goes through a few different disguises (with Rathbone's very prominent features, is it likely that people really wouldn't recognize his true identity?) as he protects a physicist from the hands of the Nazis as well as from Holmes' greatest nemesis Professor Moriarty (now played by Lionel Atwill). The scientist has developed a bomb sight which will greatly aid in aerial bombardment, and he's promised his plans to the British. But Moriarty wants to get hold of it so he can sell them to the Nazis.<br /><br />A good entry boosted a bit by the participation of the properly villainous Atwill now cast as Moriarty (though George Zucco was no slouch himself in THE ADVENTURES OF SHERLOCK HOLMES). It's always intriguing watching Holmes and his greatest enemy engaging in witty banter together (""the needle to the last, eh, Holmes?"").",positive
"I have to say that there is one redeeming speck in regards to this ""film"". It firmly establishes the bottom of the barrel. Now filmmakers know what to aim above when making a movie. Other than that I regret watching this debacle. What shameless abandon the making of this ""film"" was. What a waste of $100,000 (that's right folks, ONE HUNDRED THOUSAND dollars). This ""film"" reminds me of that ""Adult Video Awards"" show in which of group of ""industrial prostitutes"" stand up a praise themselves, believing that they are real actors, actresses and filmmakers. Ironic then how I've watched blue movies with better acting, directing and writing. I also found it funny that the Executive Producer, Justin Ament, just had to be in the ""movie"". He plays Deputy Jake Barker. I'm sure his ""acting"" career has taken off... Ted Pfiffer, the writer, has a part. He no doubt was wallowing in the clichéd glory he created. It should be noted that Carrie Finklea has a lead role in the movie. You might remember her from Gus Van Sant's 'Elephant'. Though I'm not too sure that she'll want to write this film on her resume. And I'm not sure which is a more depressing point; money was spent to make this film or people are going to watch it. Along with 'Torque', 'Godsend' and 'Sky Captain and the World of Tomorrow', one of the worst films, IF NOT THE WORST FILM, of 2004.",negative
"Julien Hernandez is certainly an attractive and likable on screen persona. In fact, his character pretty much carries this whole film, or what's worthwhile about it. The problem is, with the exception of his gal pal (played by Marisa Petroro) and Paul Lekakis (as a trick/date/ boyfriend for some of the characters) no one else even comes close. Hernandez plays a 30- something director of Cuban heritage, and unknown sexuality, who comes to L.A. and gets a job making a gay documentary. In the process of meeting a group of gay people while finding subjects, he comes out...but very s l o w l y. Even at 88 minutes, the film has obviously been stretched out and padded with various film-school devices, most of which only end up pointlessly interrupting the narrative (which ain't much to begin with) or pointing out the overall amateurish-ness of the film-making. <br /><br />Which is a shame, because there's a love story in here somewhere, and the final three minutes, when Hernandez's Sebastien finally clicks with a wealthy West Hollywood party- thrower (nicely underplayed by Lonnie Henderson) and they share some sexy soulful kisses, it works despite all that came before. But we don't really care about any of the other characters or their situations: Why would handsome Dante have a Eurotrash priss for a boyfriend? He wouldn't. And don't even get me started on Sebastien's friend Paulie's ""rules"" for dating -- no gay man I know, hell no sane person, period, would put such constrictions on himself or others. And please tell me how Sebastien gets a peeled banana (which is normally fairly shmushy, right?) stuck up his butt and has to go to a doctor to get it removed? <br /><br />I noticed Hernandez won an award for this film as a ""short"" -- it probably should have stayed that way. All this said -- I'd look forward to seeing Hernandez on screen again, in a better scripted comedy with more assured direction.",negative
"This is the best picture about baseball since Redford whacked The Natural our way. Dennis Quaid and Rachel Griffiths light up the screen with a great story and a cast that seemed real enough to pull you into their lives. <br /><br />Laced with dreams - dripping in reality, the American Dream reignites after 9.11 with a true story about the Devil Ray's mid-life rookie, Jimmy Morris. Australian born actress, Rachel Griffiths, plays a native West Texan better than a lot of Texans I know; and Dennis Quaid was perfection  cast as the wannabe, gonnabe and humble winner with as much psychological baggage as the average viewer in the audience. It's real. The on-screen chemistry works. If you like baseball heart-warmers, you're going to love this film. The ingredients for Americana and apple pie were all in there. My popcorn became the a la mode'. <br /><br />And hey: buy the CD! The music rocks and carries the story magnificently! Syncing words and music pushes the story forward exactly the way it should, an area that disappoints me more often than not.<br /><br />Criticisms: I'd have given the baseball to somebody else. But Quaid has something to teach us all about character' and heart. St. Rita and the nuns were a nice decoration, but they never really found their place in the story to open and close around them. A little long. Worth every minute in the last analysis. 8 / 10. <br /><br />",positive
"I just got done watching The Edge of Love (by the way, this is one of the worst titles so far this year) and it felt like a chore. Watching Keira Knightly's unlikable, skeleton-looking character made me cringe even more throughout the coarse of the film.<br /><br />It took me four nights to watch this it was so boring. The only good thing about it was Cillian Murphy. He's always good/believable and is severely under looked in many films. This, however, was just not good enough for him.<br /><br />Apart from the unlikable characters, boring storyline, the plot was also emotionally unsatisfying. I felt like I spent my time watching this for nothing (which I did). I should have done the smart thing and turned it off, but I kept it on out of respect for Cillian Murphy and the great cinematography.",negative
"Footlight Parade is among the best of the 1930's musical comedy extravaganzas. A snappy script and an all-star cast including Jimmy Cagney, the lovely Joan Blondell, Dick Powell, and Ruby Keeler make this film a cut above the rest. Directed and choreographed by the creative genius Busby Berkeley, this film will have you grinning from ear-to-ear from start to finish.<br /><br />Busby, of course, is the undisputed master of the Hollywood musical with ""Gold Diggers of 1933"" and ""42nd Street"" to his credit (as Dance Director). Footlight Parade is graced by hundreds of scantily-clad chorus girls, a Berkeley trademark. The elaborate dance numbers were shot with only one camera and Busby was the first director to film close-ups of the dancers. His obsession with shapely legs and ""rear-view"" shots is amply demonstrated here. The overall effect is highly erotic and mesmerizing.<br /><br />Our boy Jimmy Cagney plays Chester Kent, a producer of ""prologues"" or short musical stage productions that were performed in movie theaters to entertain the audience before the talkies were shown. He's surrounded by crooked partners, a corporate spy, and a gold-digging girlfriend. Although Cagney had a solid background in vaudeville, this was the first film in which he showed his dancing talents. Joan Blondell is memorable as Cagney's wise-cracking, lovestruck secretary. And Ruby Keeler is adorable, as always.<br /><br />The film climaxes with three outstanding production numbers, ""Honeymoon Hotel"", ""The Waterfall"", and ""Shanghai Lil"", each one a masterpiece and not likely to be duplicated in today's Hollywood where so-called ""special effects"" have replaced creative cinematography.<br /><br />Claudia's Bottom Line: Clever and erotic, with some of the best musical production numbers ever put on celluloid. A thoroughly enjoyable Depression era romp.",positive
"As is nearly always the case, when Britain comes up with an entertaining and/or successful sit-com or quiz show, the Yanks will come along and poach the format and produce their own, grossly inferior, version. Man About The House is, of course, no exception to that rule. The Yanks' version ( Three's Company ) was unwatchable, braindead pap that seem to run forever. A prime example of quantity over ( non-existent ) quality. The original, on the other hand, is a fondly-remembered gem that had the savvy ( like Fawlty Towers ) to pull the plug at precisely the right time ( unlike the 637 episodes of 'hilarity' that Three's Company came up with ). Jo was cute, there was brilliant chemistry between the Ropers, Richard O'Sullivan made it all look so easy, the scripts, whilst not exactly Oscar Wilde-standard, were consistently funny and Chrissy was THE most drop-dead gorgeous woman who has walked the face of this planet since The Dead Sea was merely feeling unwell. 'Nuff said.",positive
"This is one of the worst movies I've seen in a long time. The story was boring, the dialogue was atrocious and the acting hammy. I'm not sure if this movie was the result of a film school homework project, but it certainly played like one. It is not even particularly successful in its central conceit of trying to appear as a single continuous take. The whooshing horizontal camera pans are a cheap and unoriginal way of hiding cuts.",negative
"Long, boring, blasphemous. Never have I been so glad to see ending credits roll.",negative
"Solid comedy entertainment, with musical interludes, it generates a fast pace that carries proceedings along in zestful tempo through a maze of humorous and chiller complications. Boris Karloff, Bela Lugosi and Peter Lorre form a strong setup of sinister villainy. The script contains all the standard mystery film props-sliding panels, secret passageways, thunder and lightning and poisoned blow-darts. Karloff, Lugosi and Lorre go in for heavy leers and obvious melodramatics of the gaslit era. Kay Kyser and his band offered great entertainment for the people living in the 1940's who were trying to forget about the horror's of World War II.",negative
"I spent 5 hours drenched in this film. Nothing I have ever seen comes close to the delicious funk this film left me in. Never mind females advanced aging dilemma's, human fear vaults off the screen for your viewing. Personally engaging to the ninth degree, the film invests one with an undeniable shared feeling for our lives'. I enjoyed this dalliance with raw wounded gall deep from within. It empowers a mutually shared vestment in the history of human encounters reaching far deeper into the pain, isolation and skewed views of self and others. The result forgives our tepid forming of a bridge away from the muddy sludge of dead we must encounter. The birth in finding real people is a happy pursuit. The effort for realism intersects with the dark ground of our bankrupt culture.",positive
"An Insomniac's Nightmare is the story of a man's plunge into insanity. Having chronic Insomnia, Jack is plagued by hallucinations; causing him to try and determine what is real and what isn't.<br /><br />We find out interesting things about Jack near the end, and think that by the time the movie is over we will have a ""happily ever after"" Hollywood ending. Wrong. This is New York City, the place where nobody sleeps.<br /><br />Tess Nanavati (Writer and Director) has herself a good film in 'An Insomniac's Nightmare'. A talented filmmaker and writer (she made this film right after her High School Graduation), she has real potential and will be one to watch in the upcoming future.<br /><br />As I watched this short film I was constantly uncomfortable; between the music, bleak scenery, and realistic portrayal of an insomniac by Dominic Monaghan (as Jack), I desperately wanted to turn this off at times just to escape from it.",positive
"The brands in this film, like Suit Supply, take away from the story, cause it's supposed to be set in the eighties. It's not a very thrilling film. Also, the single from Intwine on the soundtrack is very bad, it has a chorus that is repeated numerous times', like ""I'm a cruel man, I take it all away, I'm a cruel man I'm here to stay.."" Jeeez couldn't those asswipes have come up with something better than that? I guess they wrote it in a couple of minutes..<br /><br />It's really annoying, just like the product placement in this filmproduct,that cashes in on the controversy and publicity around a criminal who should not be a celebrity like he is now made out to be, but should be forgotten like rats ought to be.",negative
"I would reccomend this film to everyone. Not only to the fans of the rocker Luciano Ligabue, but to all film-buffs. Because it's sincere, moving, funny and true. Because Ligabue is a born storyteller and a film lover, and every frame of his film is made with love and care. Because his characters are loved and ask to be loved. Because most of the Italian debut films are lousy and this one, done by an outsider, is a real joy to watch and to listen at. Because Stefano Accorsi is gorgeous and reminds me of Andrea Pazienza, who was, like Freccia, beautiful and talented and good and lost his life because of the heroin, that Ligabue shows as it is, unglamorous and ugly, without indulging in easy moralisms. Because it's a film that speaks to our heart, our ears, our souls. And because I lived the experience of the FM radios and it was exactly like that. Thanks, Luciano!",positive
"What on earth has become of our dear Ramu? Is this the same man who made Sarkar, Satya, and Comapny? I refuse to believe so. If AAG was Ramu's most ambitious project, he has clearly jumped off the high cliff he has ascended by giving the industry some of the greatest works of all times. This movie is made to fall like a brick. I was cringing to leave the theater, but I was forced to sit because I wouldn't have been able to take my car out of the parking lot before others also left. Else, nothing would have made me sit beyond interval.<br /><br />This movie is nowhere close to Sholay. It doesn't even come near it within a mile. I believe Ramu surely loves The Godfather more than Sholay, since Sarkar was a classic piece of work. I read Ramu's interview a couple of days back, in which the interviewer said that Ramu doesn't sleep for more than 4 hours a day, that too not at a stretch. I completely agree with this now, as his lack of sleep has probably taken its toll on the movie.<br /><br />There is no power in the performance. Amitabh Bachchan doesn't even look scary. He looked more terrifying in the few posters and wallpapers I saw earlier. Ramu's favorite Nisha Kothari did a fantastic job in Sarkar because she didn't have many dialogs (in fact none if I remember clearly). She opened her mouth in this movie, and has found a place in history. The new guy playing Jai's role seems to have that brash look, but didn't manage Jai's role at all. I cant go on... Im sorry... my pain is too big for me to manage right now.<br /><br />I promised myself throughout the movie that I will watch the original Sholay once more just to see that it is still there.<br /><br />Bottom Line: Horrible movie. The media and critics are going to cook Ramu's goose. And just to remind all readers once more, I am one of the biggest Ramu fans, and even I cant spare him for this act.",negative
"That is what this movie is. Good God the special effects suck in this movie. It is difficult for anything to suck more than this movie's plot, but the special effects manage to pull it off. Let me try to explain just how bad this movie is.<br /><br />First, there is the plot. There are four punk-ass teenage dirt bikers who are riding around in a forest in Duluth, MN. One of them is a dumb-ass and tries a ridiculous jump and breaks his leg. A paramedic comes to help him, but gets stranded with them when the helicopter breaks. Then all five realize that there is a forest fire, which we see is started by some guy dumping tons of gas all over the forest. All they show us is his boots, and they show scene after scene of this guys boots walking around dumping gas and starting fires. Meanwhile, the teenagers try to escape the fire, only to find that boot man has somehow managed to get ahead of them (while they were speeding through the forest on dirt bikes!), dump gas all over the area they were riding through, and start more fires. He does this several times, and the paramedic finally catches him and starts him on fire. I won't spoil the ending, but this guy's resilience will have you shouting ""WHAT THE BLOODY HELL?!?!"" at the screen. Anyway, they are now surrounded by fire, and their only escape is through a mine which is filled with methane gas. Yes, methane gas. I'm not even going to try to describe the ending, because it is too ridiculous, and you'll enjoy it more if you don't see it coming. Which you won't, because you can't possibly expect what happens. This is because of the second major problem with this movie: consistency.<br /><br />Is some semblance of consistence too much to ask for? Apparently so. I cannot even count the number of broken limbs in this movie (they keep breaking arms and legs while crashing their bikes). I think each character breaks at least one limb, and several more than one. They then limp around until the scene ends, and then forget that they're supposed to have broken limbs. There is one scene where three of them who are supposed to have broken legs start dancing. But then their injuries suddenly return when the plot needs them to.<br /><br />Finally, the CGI. If there is a hell, it consists of watching the fire in this movie. All they did for the forest fires is line the dirt paths with CGI fire. You can clearly see that the only CGI fire is along the paths, and all of the trees more than two feet from the path are left untouched. And then they zoom out and show the whole forest being engulfed in flames. It's hard to describe in words how ridiculous it looks, but I assure you that the ridiculousness is quite impressive.<br /><br />This movie is one of those so-bad-its-good types. There are some occasions where it descends into the painful-bad category, but for the most part it stays above the line and is laughably inept. I can't wait to check out the other Nature Unleashed movies that came in the four-pack with this one.",negative
"I guess this is the first movie that made me aware of the term ""cult flick"". It is totally a bad movie, but I can't help it, I like this movie. Richard Boone has made better and so has Joan Van Arc, but if you are in to staying up late and watching movies that don't make you think to much this one is for you.",positive
"I recently stumbled across a TV showing of ""Passion...."" (having missed the opening scenes). Ms Currier in to be praised for having the vision and courage to bring such a strange de Balzac tale to the screen. I am grateful to the entire cast and crew for their parts in producing such a thoroughly fine motion picture. It must have been arduous shooting so many scenes in the desert. And I cannot comprehend how her trainer coaxed such a fine ""performance"" from the leopard, Simoon. (This adverture calls to mind another suspenseful adventure, ""Naked Prey""). Why isn't this film more well-known?. Hope I can find it on video.",positive
"Firstly,I must admit that it isn't a good movie. And,I would never watch this movie if Pacino wasn't in it.<br /><br />The movie is about a publicist's strange 24 hours.And he is overworked,dizzy,sick and sometimes regretful.I don't like the character at all.It's really boring,after 20 minutes you may fall asleep.And I don't understand why Pacino wanted to be a part of this horrible movie.Just because of money or what?<br /><br />Since I'm an avid Pacino fan,I bought this 2002 movie People I Know.If you haven't bought it yet,don't even think about it,it's just a waste of time.",negative
"This movie is about Tyrannus, a gladiator who is brought back from the dead to summon Tyrannus, a gladiator who must be brought back from the dead. Tyrannus, we learn after about an hour, is also called Demonicus. This adds much needed depth to the screenplay and calls into question our assumptions about identity, psychology and ourselves. <br /><br />The spirit of Tyrannus accomplishes his little to-do list (killing some people and saying repetitive phrases in Latin) by possessing the body of a college guy. He uses a magic mind-control helmet to do this, which the college boy willingly puts on his head, and then at several points in the movie, takes off and puts back on.<br /><br />Maria performs oral sex on a poor man's Sean Willian Scott, and Tyrannus wears the Rollerball glove. Tyrannus has his own green backlighting for no reason, and has apparently been sitting next to CG fire in an ancient concrete tunnel for centuries like this. Utter misfortune.<br /><br />This movie is empty and will hurt you. See it.",negative
"Like his early masterpiece ""The Elephant Man"" Lynch proves to his detractors that he can tell a straight, simple story without losing his artistic touch. This is a true story of an elderly retired man (expertly played by Richard Farnsworth) who decides to ride a tractor across a few states to pay a final visit to his estranged brother who now stands at death's door. A beautiful score from Badalamenti, exquisite photography of rural life (love those aerial corn-field shots), and a sly director's hand that reveals man's basic humanity, this is a beautiful slice of life film. Its extremely slow pace may lull some viewers to sleep, but those who stay for along for the ride will be well rewarded in the end.",positive
"Like in a circle the movie leads back to its point of departure, the image of the cranes that are crossing a Muscovite sky. They represent the freedom to realize your life as you wish, in order to aspire the greatest possible fulfilment.<br /><br />In the beginning Veronica and Boris experience such a promise of happiness, and their eyes follow the path of the cranes in exhilaration. It seems as if they might be able to live according to their dreams.<br /><br />But Man is not a bird. Life draws up its own rules, from which no human can escape and which we cannot change - not even by making a supreme effort. War breaks out, and without much hesitation Boris signs up for the front in order to fulfil his patriotic duty. He cannot even say good-bye to Veronica, for she arrives late at the assembly point from which the soldiers are sent away. Surrounded by a jubilant crowd all her attempts to attract Boris' attention must inevitably fail.<br /><br />Boris eventually gets killed in war, without Veronica learning about it for the moment. His brother Mark, a vigorous musician, who obtained the exemption from military service by corruption, is eager to take his place. Veronica initially resists, but in a frightful night of bombing she finally falls victim to his charms. A marriage takes place, which is never accepted by the family.<br /><br />Soon feelings of guilt seize hold of Veronica and she realizes that Boris' return is the one and only thing she actually longs for. She therefore eases her bad conscience and despair by the self-sacrificing work in a field hospital.<br /><br />When war finally is over, once again a crowd of enthusiastic people gathers in order to cheer the victorious soldiers. Again Veronica is among them, forcing her way through a wall of bodies. In her hand she is carrying a bunch of flowers, until she finally has to give it away to complete strangers, for one of the homecomers has just dashed her hopes by confirming the sad certainty of Boris' death.<br /><br />Once again the cranes invade the sky, drawing their wayward lines. But now Veronica is watching them on her own, and the look in her eyes is a different one. She has had to accept the impossibility to live according to preconceived plans, to follow the guidelines of your dreams. For all humans are nothing but helpless puppets hanging on the inscrutable strings of fate.<br /><br />",positive
"This reminded me of Spinal Tap, on a more serious level. It's the story of a band doing a reunion tour, but things are not harmonious between them. I was especially impressed with the performance of Bill Nighy as Ray. You felt sorry for him, yet he had a certain creepiness about him. It's a great movie to watch if you have ever seen your favorite band get wrinkly,old and pathetic.Bittersweet, highly recommended..",positive
"This is an EXCELLENT example of early Bette Davis talent. The production is above average for 1936 timeframe. I cannot understand why the owners of the rights to this film have not put it on DVD. Owners, PLEASE PLEASE release it. I would buy it immediately. I have not seen it in more than thirty years, on television, but remember it well.",positive
"Here's a real weirdo for you. It starts out with another take-off on the PSYCHO shower scene, on campus, then gets crazier when several coeds and their doofy boyfriends head south for Spring Break. The trouble starts when they drive into the redneck county ruled by homicidal Sheriff Dean. One of the college cuties wanders into the woods, witnesses a murder by the sheriff and has her head blown open. Then it's lets-rip-off MACON COUNTY LINE-time as Dean stalks, traps and slaughters the witless witnesses one by one. Tony March is on-target as the evil, shotgun-happy Dean. The movie's overall tone is truly disturbing. The ending is so abrupt you almost think the director ran out of film; it's also a study in despair. SHALLOW GRAVE is a must for misanthropes, misogynists and nihilists the world over.",positive
"The only real highlight in the movie is the death of the sniveling guy and the reaction of the surviving characters to it.<br /><br />In every other way, this film is a very lame rip-off of Jaws, Lake Placid, and Alligator, with a little bit of Godzilla (1998) thrown in.<br /><br />As is standard for a 1990's-style horror movie, the two non-starring females each take their clothes off at least once. The female lead doesn't, since she obviously has a better agent. <br /><br />The whole movie surrounds the filming of a really dumb extreme sport called blood surfing, in which surfers cut themselves and surf in shark-infested waters. In this film, a giant salt-water crocodile also happens to be in the area. People get eaten. The movie ends.<br /><br />I don't mind a bad horror movie, but I really hate a dull bad horror movie, which this definitely is.",negative
"I normally am a glutton for poor movies, but this thing stunk.<br /><br />Do not watch this movie.<br /><br />Terrible effects and very little humour, what the hell was the point of making this movie? No gore to speak of and no acting to speak of.<br /><br />I could only manage 45 minutes of this rat dropping of a movie, and that is rare for me.<br /><br />Something positive to say about this drivel? cover art was OK, I am pretty sure the movie has a ending too, even tho I did not make it to it.<br /><br />The rats were unorganized and blew their lines constantly,they lacked intensity and seemed just to be going through the paces for their paycheque. The actors were worse.",negative
"One of the worst things a film studio can do is exploit the tragedies of others, commercializing a 'shock' or 'gore' factor in order to sell tickets to be able to buy their Birch a new diamond necklace. Another worst thing is to totally misrepresent the true facts of an incredible saga by fabricating events, dialog and images to the director's own liking. Lastly, one of the worst things a film studio can do is to use bottom-of-the-barrel actors and shoot it all on a sound stage that was rented for fifty cents a day. All three of these travesties the makers of this film are guilty of. This is, hands-down, the worst movie I have ever seen, and I've seen thousands. A score of '1' is too good for this waste of celluloid. Not only should the filmmakers be ashamed for making it, they should be ashamed for negatively exploiting the heroes of this story, which are the people who experienced this tragedy firsthand, both the living and the dead.",negative
"Sitting in a big wing chair with a huge book in his lap, the one and only Bela Lugosi looks into the camera and, in a dreadful vocal delivery that sounds as if he were mocking a reading of Shakespeare, intones sloooow-ly: ""Man's constant groping of things unknown, drawing from the endless reaches of time, brings to light many startling things; (snicker); startling?, because they seem new (Lugosi's eyes now bulging, with raised eyebrows, and mouth sneering, he continues) but most are not new, the signs of the ages"" (cue a visual of lightening, accompanied by the sound of thunder which then continues to rumble for an astonishing 86 seconds).<br /><br />And so begins what is arguably the worst film ever made. This ""movie"" almost defies description. Told in semi-docudrama style with an unseen narrator explaining the plot ... such as it is ... the story revolves around the vicissitudes of a man named Glen (Ed Wood, Jr.) who cross-dresses; hence the reference to Glenda. The film has no real structure. Instead, it consists mostly of a random assortment of vignettes that may ... or may not ... relate to Glen or to the cross-dressing motif. One long sequence consists of some unknown woman wriggling on a sofa, followed by a man whipping a woman in what we would today refer to as S&M.<br /><br />Then, at odd moments Bela reappears, for no apparent reason, and babbles more inane dialogue, like: ""When he's wrong because he does right, and when he's right because he does wrong; pull the string, dance to that."" Huh?<br /><br />About twenty percent of the film's visuals consist of stock footage, accompanied by a VO that relates to the story motif but not the visuals. Hence, we see stock footage of: bustling city streets, freeway traffic, a thunderous herd of buffalo, and a playground full of kids. But it gets worse. In a film about cross-dressing, we have 58 consecutive seconds of stock footage of a foundry furnace making hot steel, and 84 consecutive seconds of battle scenes from WWII.<br /><br />Even the simplest items are botched. In one scene we see a newspaper headline that reads ""Man Nabbed Dressed as Girl"". Underneath the headline, which has clearly been glued or pasted on, the article is about ... taxes. In one of my favorite scenes, an off-screen woman spouts out: ""airplanes, why it's against the creator's will"", in a voice that sounds like she's just inhaled helium.<br /><br />Except for the performance of Lyle Talbot, the acting is uniformly horrendous. Production design is cheap looking and drab; (but you gotta love that tacky wallpaper). The editing is sloppy. Most of the background music is suitable only for 1950 style elevators. The B&W cinematography has way too much contrast. And the costumes look like something that came from a thrift store.<br /><br />This film is so bad it makes ""Plan 9 From Outer Space"" look like ""Citizen Kane"", by comparison. I just don't know how one could make a film any worse than Ed Wood's ""Glen Or Glenda"". But thankfully, it's got Bela Lugosi in it. Every time he opened his mouth, and gazed into the camera with those big, bulging eyes, I about fell on the floor laughing.",negative
"This was a highly original decent movie, and a brave move for all those involved. I don't care if it's not the most well put-together movie of all time, the fact that it has Eddie Murphy doing something non-formulaic, and that I don't know what will happen next, makes it a favorite of mine. I wish more movies were as imaginative as this one, rather than the same old formula for entertainment.",positive
